ICD10,PheCode,ICD10 String,Phenotype,Excl. Phecodes,Excl. Phenotypes,category
D12.5,208,Benign neoplasm: Sigmoid colon,Benign neoplasm of colon,"153-153.99, 208-208.99",Benign and malignant neoplasm of colon,neoplasms
D12.6,208,"Benign neoplasm: Colon, unspecified",Benign neoplasm of colon,"153-153.99, 208-208.99",Benign and malignant neoplasm of colon,neoplasms
D12.7,208,Benign neoplasm: Rectosigmoid junction,Benign neoplasm of colon,"153-153.99, 208-208.99",Benign and malignant neoplasm of colon,neoplasms
D12.8,208,Benign neoplasm: Rectum,Benign neoplasm of colon,"153-153.99, 208-208.99",Benign and malignant neoplasm of colon,neoplasms
D12.9,208,Benign neoplasm: Anus and anal canal,Benign neoplasm of colon,"153-153.99, 208-208.99",Benign and malignant neoplasm of colon,neoplasms
D13,211,Benign neoplasm of other and ill-defined parts of digestive system,Benign neoplasm of other parts of digestive system,"211-211.99, 150-159.99",Cancer/benign neoplams of digestive system,neoplasms
D13.0,211,Benign neoplasm: Oesophagus,Benign neoplasm of other parts of digestive system,"211-211.99, 150-159.99",Cancer/benign neoplams of digestive system,neoplasms
D13.1,211,Benign neoplasm: Stomach,Benign neoplasm of other parts of digestive system,"211-211.99, 150-159.99",Cancer/benign neoplams of digestive system,neoplasms
D13.2,211,Benign neoplasm: Duodenum,Benign neoplasm of other parts of digestive system,"211-211.99, 150-159.99",Cancer/benign neoplams of digestive system,neoplasms
D13.3,211,Benign neoplasm: Other and unspecified parts of small intestine,Benign neoplasm of other parts of digestive system,"211-211.99, 150-159.99",Cancer/benign neoplams of digestive system,neoplasms
D13.3,229,Benign neoplasm: Other and unspecified parts of small intestine,Benign neoplasm of unspecified sites,229-229.99,Benign neoplasm of other and unspecified sites,neoplasms
D13.4,211,Benign neoplasm: Liver,Benign neoplasm of other parts of digestive system,"211-211.99, 150-159.99",Cancer/benign neoplams of digestive system,neoplasms
D13.5,211,Benign neoplasm: Extrahepatic bile ducts,Benign neoplasm of other parts of digestive system,"211-211.99, 150-159.99",Cancer/benign neoplams of digestive system,neoplasms
D13.6,211,Benign neoplasm: Pancreas,Benign neoplasm of other parts of digestive system,"211-211.99, 150-159.99",Cancer/benign neoplams of digestive system,neoplasms
D13.7,211,Benign neoplasm: Endocrine pancreas,Benign neoplasm of other parts of digestive system,"211-211.99, 150-159.99",Cancer/benign neoplams of digestive system,neoplasms
D13.9,211,Benign neoplasm: Ill-defined sites within the digestive system,Benign neoplasm of other parts of digestive system,"211-211.99, 150-159.99",Cancer/benign neoplams of digestive system,neoplasms
D14,212,Benign neoplasm of middle ear and respiratory system,Benign neoplasm of respiratory and intrathoracic organs,212-212.99,Benign neoplasm of respiratory and intrathoracic organs,neoplasms
D14.0,212,"Benign neoplasm: Middle ear, nasal cavity and accessory sinuses",Benign neoplasm of respiratory and intrathoracic organs,212-212.99,Benign neoplasm of respiratory and intrathoracic organs,neoplasms
D14.1,212,Benign neoplasm: Larynx,Benign neoplasm of respiratory and intrathoracic organs,212-212.99,Benign neoplasm of respiratory and intrathoracic organs,neoplasms
D14.2,212,Benign neoplasm: Trachea,Benign neoplasm of respiratory and intrathoracic organs,212-212.99,Benign neoplasm of respiratory and intrathoracic organs,neoplasms
D14.3,212,Benign neoplasm: Bronchus and lung,Benign neoplasm of respiratory and intrathoracic organs,212-212.99,Benign neoplasm of respiratory and intrathoracic organs,neoplasms
D14.4,212,"Benign neoplasm: Respiratory system, unspecified",Benign neoplasm of respiratory and intrathoracic organs,212-212.99,Benign neoplasm of respiratory and intrathoracic organs,neoplasms
D15,212,Benign neoplasm of other and unspecified intrathoracic organs,Benign neoplasm of respiratory and intrathoracic organs,212-212.99,Benign neoplasm of respiratory and intrathoracic organs,neoplasms
D15.0,212,Benign neoplasm: Thymus,Benign neoplasm of respiratory and intrathoracic organs,212-212.99,Benign neoplasm of respiratory and intrathoracic organs,neoplasms
D15.1,212,Benign neoplasm: Heart,Benign neoplasm of respiratory and intrathoracic organs,212-212.99,Benign neoplasm of respiratory and intrathoracic organs,neoplasms
D15.2,212,Benign neoplasm: Mediastinum,Benign neoplasm of respiratory and intrathoracic organs,212-212.99,Benign neoplasm of respiratory and intrathoracic organs,neoplasms
D15.7,212,Benign neoplasm: Other specified intrathoracic organs,Benign neoplasm of respiratory and intrathoracic organs,212-212.99,Benign neoplasm of respiratory and intrathoracic organs,neoplasms
D15.9,212,"Benign neoplasm: Intrathoracic organ, unspecified",Benign neoplasm of respiratory and intrathoracic organs,212-212.99,Benign neoplasm of respiratory and intrathoracic organs,neoplasms
D16,213,Benign neoplasm of bone and articular cartilage,Benign neoplasm of bone and articular cartilage,210-229.99,Benign Neoplasms,neoplasms
D16.0,213,Benign neoplasm: Scapula and long bones of upper limb,Benign neoplasm of bone and articular cartilage,210-229.99,Benign Neoplasms,neoplasms
D16.1,213,Benign neoplasm: Short bones of upper limb,Benign neoplasm of bone and articular cartilage,210-229.99,Benign Neoplasms,neoplasms
D16.2,213,Benign neoplasm: Long bones of lower limb,Benign neoplasm of bone and articular cartilage,210-229.99,Benign Neoplasms,neoplasms
D16.3,213,Benign neoplasm: Short bones of lower limb,Benign neoplasm of bone and articular cartilage,210-229.99,Benign Neoplasms,neoplasms
D16.4,213,Benign neoplasm: Bones of skull and face,Benign neoplasm of bone and articular cartilage,210-229.99,Benign Neoplasms,neoplasms
D16.5,213,Benign neoplasm: Lower jaw bone,Benign neoplasm of bone and articular cartilage,210-229.99,Benign Neoplasms,neoplasms
D16.6,213,Benign neoplasm: Vertebral column,Benign neoplasm of bone and articular cartilage,210-229.99,Benign Neoplasms,neoplasms
D16.7,213,"Benign neoplasm: Ribs, sternum and clavicle",Benign neoplasm of bone and articular cartilage,210-229.99,Benign Neoplasms,neoplasms
D16.8,213,"Benign neoplasm: Pelvic bones, sacrum and coccyx",Benign neoplasm of bone and articular cartilage,210-229.99,Benign Neoplasms,neoplasms
D16.9,213,"Benign neoplasm: Bone and articular cartilage, unspecified",Benign neoplasm of bone and articular cartilage,210-229.99,Benign Neoplasms,neoplasms
D17,214,Benign lipomatous neoplasm,Lipoma,214-215.99,Lipoma and Other benign neoplasm of connective and other soft tissue,neoplasms
D17.0,214.1,"Benign lipomatous neoplasm of skin and subcutaneous tissue of head, face and neck",Lipoma of skin and subcutaneous tissue,214-215.99,Lipoma and Other benign neoplasm of connective and other soft tissue,neoplasms
D17.1,214.1,Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk,Lipoma of skin and subcutaneous tissue,214-215.99,Lipoma and Other benign neoplasm of connective and other soft tissue,neoplasms
D17.2,214.1,Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs,Lipoma of skin and subcutaneous tissue,214-215.99,Lipoma and Other benign neoplasm of connective and other soft tissue,neoplasms
D17.3,229,Benign lipomatous neoplasm of skin and subcutaneous tissue of other and unspecified sites,Benign neoplasm of unspecified sites,229-229.99,Benign neoplasm of other and unspecified sites,neoplasms
D17.3,214.1,Benign lipomatous neoplasm of skin and subcutaneous tissue of other and unspecified sites,Lipoma of skin and subcutaneous tissue,214-215.99,Lipoma and Other benign neoplasm of connective and other soft tissue,neoplasms
D17.4,214,Benign lipomatous neoplasm of intrathoracic organs,Lipoma,214-215.99,Lipoma and Other benign neoplasm of connective and other soft tissue,neoplasms
D17.5,214,Benign lipomatous neoplasm of intra-abdominal organs,Lipoma,214-215.99,Lipoma and Other benign neoplasm of connective and other soft tissue,neoplasms
D17.6,214,Benign lipomatous neoplasm of spermatic cord,Lipoma,214-215.99,Lipoma and Other benign neoplasm of connective and other soft tissue,neoplasms
D17.7,214,Benign lipomatous neoplasm of other sites,Lipoma,214-215.99,Lipoma and Other benign neoplasm of connective and other soft tissue,neoplasms
D17.9,214,"Benign lipomatous neoplasm, unspecified",Lipoma,214-215.99,Lipoma and Other benign neoplasm of connective and other soft tissue,neoplasms
D18,228,"Haemangioma and lymphangioma, any site","Hemangioma and lymphangioma, any site",228-228.99,Hemangioma and lymphangioma any site,neoplasms
D18.0,228,"Haemangioma, any site","Hemangioma and lymphangioma, any site",228-228.99,Hemangioma and lymphangioma any site,neoplasms
D18.1,228,"Lymphangioma, any site","Hemangioma and lymphangioma, any site",228-228.99,Hemangioma and lymphangioma any site,neoplasms
D19,229,Benign neoplasm of mesothelial tissue,Benign neoplasm of unspecified sites,229-229.99,Benign neoplasm of other and unspecified sites,neoplasms
D19.0,212,Benign neoplasm: Mesothelial tissue of pleura,Benign neoplasm of respiratory and intrathoracic organs,212-212.99,Benign neoplasm of respiratory and intrathoracic organs,neoplasms
D19.1,211,Benign neoplasm: Mesothelial tissue of peritoneum,Benign neoplasm of other parts of digestive system,"211-211.99, 150-159.99",Cancer/benign neoplams of digestive system,neoplasms
D19.7,229,Benign neoplasm: Mesothelial tissue of other sites,Benign neoplasm of unspecified sites,229-229.99,Benign neoplasm of other and unspecified sites,neoplasms
D19.9,229,"Benign neoplasm: Mesothelial tissue, unspecified",Benign neoplasm of unspecified sites,229-229.99,Benign neoplasm of other and unspecified sites,neoplasms
D20,211,Benign neoplasm of soft tissue of retroperitoneum and peritoneum,Benign neoplasm of other parts of digestive system,"211-211.99, 150-159.99",Cancer/benign neoplams of digestive system,neoplasms
D20.0,215,Benign neoplasm: Retroperitoneum,Other benign neoplasm of connective and other soft tissue,214-215.99,Lipoma and Other benign neoplasm of connective and other soft tissue,neoplasms
D20.0,199,Benign neoplasm: Retroperitoneum,Neoplasm of uncertain behavior,195-199.99,"Neoplasms: malignant, secondary or uncertain",neoplasms
D20.0,229,Benign neoplasm: Retroperitoneum,Benign neoplasm of unspecified sites,229-229.99,Benign neoplasm of other and unspecified sites,neoplasms
D20.1,215,Benign neoplasm: Peritoneum,Other benign neoplasm of connective and other soft tissue,214-215.99,Lipoma and Other benign neoplasm of connective and other soft tissue,neoplasms
D21,215,Other benign neoplasms of connective and other soft tissue,Other benign neoplasm of connective and other soft tissue,214-215.99,Lipoma and Other benign neoplasm of connective and other soft tissue,neoplasms
D21.0,215,"Benign neoplasm: Connective and other soft tissue of head, face and neck",Other benign neoplasm of connective and other soft tissue,214-215.99,Lipoma and Other benign neoplasm of connective and other soft tissue,neoplasms
D21.1,215,"Benign neoplasm: Connective and other soft tissue of upper limb, including shoulder",Other benign neoplasm of connective and other soft tissue,214-215.99,Lipoma and Other benign neoplasm of connective and other soft tissue,neoplasms
D21.2,215,"Benign neoplasm: Connective and other soft tissue of lower limb, including hip",Other benign neoplasm of connective and other soft tissue,214-215.99,Lipoma and Other benign neoplasm of connective and other soft tissue,neoplasms
D21.3,215,Benign neoplasm: Connective and other soft tissue of thorax,Other benign neoplasm of connective and other soft tissue,214-215.99,Lipoma and Other benign neoplasm of connective and other soft tissue,neoplasms
D21.4,215,Benign neoplasm: Connective and other soft tissue of abdomen,Other benign neoplasm of connective and other soft tissue,214-215.99,Lipoma and Other benign neoplasm of connective and other soft tissue,neoplasms
D21.5,215,Benign neoplasm: Connective and other soft tissue of pelvis,Other benign neoplasm of connective and other soft tissue,214-215.99,Lipoma and Other benign neoplasm of connective and other soft tissue,neoplasms
D21.6,215,"Benign neoplasm: Connective and other soft tissue of trunk, unspecified",Other benign neoplasm of connective and other soft tissue,214-215.99,Lipoma and Other benign neoplasm of connective and other soft tissue,neoplasms
D21.9,215,"Benign neoplasm: Connective and other soft tissue, unspecified",Other benign neoplasm of connective and other soft tissue,214-215.99,Lipoma and Other benign neoplasm of connective and other soft tissue,neoplasms
D22,216,Melanocytic naevi,Benign neoplasm of skin,216-217.99,Benign neoplasm of skin,neoplasms
D22.0,216,Melanocytic naevi of lip,Benign neoplasm of skin,216-217.99,Benign neoplasm of skin,neoplasms
D22.1,216,"Melanocytic naevi of eyelid, including canthus",Benign neoplasm of skin,216-217.99,Benign neoplasm of skin,neoplasms
D22.2,216,Melanocytic naevi of ear and external auricular canal,Benign neoplasm of skin,216-217.99,Benign neoplasm of skin,neoplasms
D22.3,229,Melanocytic naevi of other and unspecified parts of face,Benign neoplasm of unspecified sites,229-229.99,Benign neoplasm of other and unspecified sites,neoplasms
D22.3,216,Melanocytic naevi of other and unspecified parts of face,Benign neoplasm of skin,216-217.99,Benign neoplasm of skin,neoplasms
D22.4,216,Melanocytic naevi of scalp and neck,Benign neoplasm of skin,216-217.99,Benign neoplasm of skin,neoplasms
D22.5,216,Melanocytic naevi of trunk,Benign neoplasm of skin,216-217.99,Benign neoplasm of skin,neoplasms
D22.6,216,"Melanocytic naevi of upper limb, including shoulder",Benign neoplasm of skin,216-217.99,Benign neoplasm of skin,neoplasms
D22.7,216,"Melanocytic naevi of lower limb, including hip",Benign neoplasm of skin,216-217.99,Benign neoplasm of skin,neoplasms
D22.9,216,"Melanocytic naevi, unspecified",Benign neoplasm of skin,216-217.99,Benign neoplasm of skin,neoplasms
D23,216,Other benign neoplasms of skin,Benign neoplasm of skin,216-217.99,Benign neoplasm of skin,neoplasms
D23.0,216,Benign neoplasm: Skin of lip,Benign neoplasm of skin,216-217.99,Benign neoplasm of skin,neoplasms
D23.1,216,"Benign neoplasm: Skin of eyelid, including canthus",Benign neoplasm of skin,216-217.99,Benign neoplasm of skin,neoplasms
D23.2,216,Benign neoplasm: Skin of ear and external auricular canal,Benign neoplasm of skin,216-217.99,Benign neoplasm of skin,neoplasms
D23.3,216,Benign neoplasm: Skin of other and unspecified parts of face,Benign neoplasm of skin,216-217.99,Benign neoplasm of skin,neoplasms
D23.4,216,Benign neoplasm: Skin of scalp and neck,Benign neoplasm of skin,216-217.99,Benign neoplasm of skin,neoplasms
D23.5,216,Benign neoplasm: Skin of trunk,Benign neoplasm of skin,216-217.99,Benign neoplasm of skin,neoplasms
D23.6,216,"Benign neoplasm: Skin of upper limb, including shoulder",Benign neoplasm of skin,216-217.99,Benign neoplasm of skin,neoplasms
D23.7,216,"Benign neoplasm: Skin of lower limb, including hip",Benign neoplasm of skin,216-217.99,Benign neoplasm of skin,neoplasms
D23.9,216,"Benign neoplasm: Skin, unspecified",Benign neoplasm of skin,216-217.99,Benign neoplasm of skin,neoplasms
D24,610.4,Benign neoplasm of breast,Benign neoplasm of breast,610-613.99,nonmalignant breast conditions,genitourinary
D25,218.1,Leiomyoma of uterus,Uterine leiomyoma,"217-223.99, 180-184.99"," benign neoplasm of breast, ovary, uterus, and other genitourinary organs; uterine/ovarian cancer",neoplasms
D25.0,218.1,Submucous leiomyoma of uterus,Uterine leiomyoma,"217-223.99, 180-184.99"," benign neoplasm of breast, ovary, uterus, and other genitourinary organs; uterine/ovarian cancer",neoplasms
D25.1,218.1,Intramural leiomyoma of uterus,Uterine leiomyoma,"217-223.99, 180-184.99"," benign neoplasm of breast, ovary, uterus, and other genitourinary organs; uterine/ovarian cancer",neoplasms
D25.2,218.1,Subserosal leiomyoma of uterus,Uterine leiomyoma,"217-223.99, 180-184.99"," benign neoplasm of breast, ovary, uterus, and other genitourinary organs; uterine/ovarian cancer",neoplasms
D25.9,218.1,"Leiomyoma of uterus, unspecified",Uterine leiomyoma,"217-223.99, 180-184.99"," benign neoplasm of breast, ovary, uterus, and other genitourinary organs; uterine/ovarian cancer",neoplasms
D26,218.2,Other benign neoplasms of uterus,Other benign neoplasm of uterus,"217-223.99, 180-184.99"," benign neoplasm of breast, ovary, uterus, and other genitourinary organs; uterine/ovarian cancer",neoplasms
D26.0,218.2,Other benign neoplasm: Cervix uteri,Other benign neoplasm of uterus,"217-223.99, 180-184.99"," benign neoplasm of breast, ovary, uterus, and other genitourinary organs; uterine/ovarian cancer",neoplasms
D26.1,218.2,Other benign neoplasm: Corpus uteri,Other benign neoplasm of uterus,"217-223.99, 180-184.99"," benign neoplasm of breast, ovary, uterus, and other genitourinary organs; uterine/ovarian cancer",neoplasms
D26.7,218.2,Other benign neoplasm: Other parts of uterus,Other benign neoplasm of uterus,"217-223.99, 180-184.99"," benign neoplasm of breast, ovary, uterus, and other genitourinary organs; uterine/ovarian cancer",neoplasms
D26.9,218.2,"Other benign neoplasm: Uterus, unspecified",Other benign neoplasm of uterus,"217-223.99, 180-184.99"," benign neoplasm of breast, ovary, uterus, and other genitourinary organs; uterine/ovarian cancer",neoplasms
